"","obs_date","watershed","precip","streamflow","flag","yr","mo","da","wk"
"7618","1978-08-09","2",5.2,0.02,NA,1978,8,9,32
"7619","1978-08-10","2",0.2,0.042,NA,1978,8,10,32
"7620","1978-08-11","2",0.5,0.014,NA,1978,8,11,32
"7621","1978-08-12","2",2.8,0.011,NA,1978,8,12,32
"7622","1978-08-13","2",0,0.013,NA,1978,8,13,33
"7623","1978-08-14","2",0,0.007,NA,1978,8,14,33
"7624","1978-08-15","2",0,0.004,NA,1978,8,15,33
"7625","1978-08-16","2",0,0.003,NA,1978,8,16,33
"7626","1978-08-17","2",0.8,0.002,NA,1978,8,17,33
"7627","1978-08-18","2",0.4,0.001,NA,1978,8,18,33
"7628","1978-08-19","2",0,0,NA,1978,8,19,33
"7629","1978-08-20","2",0,0,NA,1978,8,20,34
"7630","1978-08-21","2",0,0,NA,1978,8,21,34
"7631","1978-08-22","2",0,0,NA,1978,8,22,34
"7632","1978-08-23","2",0,0,NA,1978,8,23,34
"7633","1978-08-24","2",26.8,0.025,NA,1978,8,24,34
"7634","1978-08-25","2",0,0.016,NA,1978,8,25,34
"7635","1978-08-26","2",0,0.001,NA,1978,8,26,34
"7636","1978-08-27","2",0.2,0,NA,1978,8,27,35
"7637","1978-08-28","2",21,0.133,NA,1978,8,28,35
"7638","1978-08-29","2",0.1,0.149,NA,1978,8,29,35
"7639","1978-08-30","2",0,0.047,NA,1978,8,30,35
"7640","1978-08-31","2",2,0.016,NA,1978,8,31,35
"7641","1978-09-01","2",0,0.013,NA,1978,9,1,35
"7642","1978-09-02","2",0,0.009,NA,1978,9,2,35
"7643","1978-09-03","2",0,0.004,NA,1978,9,3,36
"7644","1978-09-04","2",0,0.001,NA,1978,9,4,36
"7645","1978-09-05","2",0,0.001,NA,1978,9,5,36
"7646","1978-09-06","2",7.8,0.001,NA,1978,9,6,36
"7647","1978-09-07","2",2.5,0.012,NA,1978,9,7,36
"7648","1978-09-08","2",0,0.001,NA,1978,9,8,36
"7649","1978-09-09","2",0,0.001,NA,1978,9,9,36
"7650","1978-09-10","2",0,0.001,NA,1978,9,10,37
"7651","1978-09-11","2",10.1,0.007,NA,1978,9,11,37
"7652","1978-09-12","2",3.9,0.032,NA,1978,9,12,37
"7653","1978-09-13","2",0,0.016,NA,1978,9,13,37
"7654","1978-09-14","2",0,0.008,NA,1978,9,14,37
"7655","1978-09-15","2",6,0.019,NA,1978,9,15,37
"7656","1978-09-16","2",1.3,0.015,NA,1978,9,16,37
"7657","1978-09-17","2",0,0.009,NA,1978,9,17,38
"7658","1978-09-18","2",0,0.003,NA,1978,9,18,38
"7659","1978-09-19","2",0,0.003,NA,1978,9,19,38
"7660","1978-09-20","2",0,0.002,NA,1978,9,20,38
"7661","1978-09-21","2",2.6,0.001,NA,1978,9,21,38
"7662","1978-09-22","2",0.5,0.003,NA,1978,9,22,38
"7663","1978-09-23","2",0,0.002,NA,1978,9,23,38
"7664","1978-09-24","2",0,0.001,NA,1978,9,24,39
"7665","1978-09-25","2",0,0.001,NA,1978,9,25,39
"7666","1978-09-26","2",0,0.001,NA,1978,9,26,39
"7667","1978-09-27","2",0,0.001,NA,1978,9,27,39
"7668","1978-09-28","2",0,0.001,NA,1978,9,28,39
"7669","1978-09-29","2",0,0,NA,1978,9,29,39
"7670","1978-09-30","2",0,0,NA,1978,9,30,39
"7671","1978-10-01","2",15.3,0.008,NA,1978,10,1,40
"7672","1978-10-02","2",0.3,0.013,NA,1978,10,2,40
"7673","1978-10-03","2",0.3,0.002,NA,1978,10,3,40
"7674","1978-10-04","2",16,0.031,NA,1978,10,4,40
"7675","1978-10-05","2",1.8,0.22,NA,1978,10,5,40
"7676","1978-10-06","2",10.8,0.37,NA,1978,10,6,40
"7677","1978-10-07","2",0,0.251,NA,1978,10,7,40
"7678","1978-10-08","2",0,0.069,NA,1978,10,8,41
"7679","1978-10-09","2",0,0.045,NA,1978,10,9,41
"7680","1978-10-10","2",0,0.044,NA,1978,10,10,41
"7681","1978-10-11","2",0,0.026,NA,1978,10,11,41
"7682","1978-10-12","2",0,0.025,NA,1978,10,12,41
"7683","1978-10-13","2",8.9,0.041,NA,1978,10,13,41
"7684","1978-10-14","2",16.5,1.133,NA,1978,10,14,41
"7685","1978-10-15","2",0.6,0.793,NA,1978,10,15,42
"7686","1978-10-16","2",0,0.244,NA,1978,10,16,42
"7687","1978-10-17","2",0,0.162,NA,1978,10,17,42
"7688","1978-10-18","2",0.7,0.131,NA,1978,10,18,42
"7689","1978-10-19","2",3.1,0.146,NA,1978,10,19,42
"7690","1978-10-20","2",0,0.205,NA,1978,10,20,42
"7691","1978-10-21","2",0,0.089,NA,1978,10,21,42
"7692","1978-10-22","2",0,0.066,NA,1978,10,22,43
"7693","1978-10-23","2",3.1,0.095,NA,1978,10,23,43
"7694","1978-10-24","2",0,0.092,NA,1978,10,24,43
"7695","1978-10-25","2",0.5,0.066,NA,1978,10,25,43
"7696","1978-10-26","2",8.6,0.155,NA,1978,10,26,43
"7697","1978-10-27","2",5.9,0.758,NA,1978,10,27,43
"7698","1978-10-28","2",0.8,0.352,NA,1978,10,28,43
"7699","1978-10-29","2",0,0.242,NA,1978,10,29,44
"7700","1978-10-30","2",0,0.146,NA,1978,10,30,44
"7701","1978-10-31","2",0,0.111,NA,1978,10,31,44
"7702","1978-11-01","2",0,0.095,NA,1978,11,1,44
"7703","1978-11-02","2",0,0.089,NA,1978,11,2,44
"7704","1978-11-03","2",0,0.075,NA,1978,11,3,44
"7705","1978-11-04","2",0,0.072,NA,1978,11,4,44
"7706","1978-11-05","2",0,0.072,NA,1978,11,5,45
"7707","1978-11-06","2",0,0.068,NA,1978,11,6,45
"7708","1978-11-07","2",1.4,0.065,NA,1978,11,7,45
"7709","1978-11-08","2",2.5,0.176,NA,1978,11,8,45
"7710","1978-11-09","2",0,0.158,NA,1978,11,9,45
"7711","1978-11-10","2",0,0.102,NA,1978,11,10,45
"7712","1978-11-11","2",0,0.085,NA,1978,11,11,45
"7713","1978-11-12","2",0,0.069,NA,1978,11,12,46
"7714","1978-11-13","2",0,0.052,NA,1978,11,13,46
"7715","1978-11-14","2",0.6,0.061,NA,1978,11,14,46
"7716","1978-11-15","2",0,0.069,NA,1978,11,15,46
"7717","1978-11-16","2",0,0.062,NA,1978,11,16,46
"7718","1978-11-17","2",9.3,0.096,NA,1978,11,17,46
"7719","1978-11-18","2",18.1,4.249,NA,1978,11,18,46
"7720","1978-11-19","2",0,1.423,NA,1978,11,19,47
"7721","1978-11-20","2",0,0.709,NA,1978,11,20,47
"7722","1978-11-21","2",0,0.478,NA,1978,11,21,47
"7723","1978-11-22","2",0,0.366,NA,1978,11,22,47
"7724","1978-11-23","2",6.3,0.286,NA,1978,11,23,47
"7725","1978-11-24","2",10.1,0.295,NA,1978,11,24,47
"7726","1978-11-25","2",0.4,0.275,NA,1978,11,25,47
"7727","1978-11-26","2",0.2,0.232,NA,1978,11,26,48
"7728","1978-11-27","2",7.7,0.179,NA,1978,11,27,48
"7729","1978-11-28","2",2.4,0.188,NA,1978,11,28,48
"7730","1978-11-29","2",1.2,0.176,NA,1978,11,29,48
"7731","1978-11-30","2",0.9,0.246,NA,1978,11,30,48
"7732","1978-12-01","2",0,0.233,NA,1978,12,1,48
"7733","1978-12-02","2",1.6,0.205,NA,1978,12,2,48
"7734","1978-12-03","2",5.8,0.167,NA,1978,12,3,49
"7735","1978-12-04","2",6.7,0.412,NA,1978,12,4,49
"7736","1978-12-05","2",0,0.54,NA,1978,12,5,49
"7737","1978-12-06","2",0,0.39,NA,1978,12,6,49
"7738","1978-12-07","2",0,0.339,NA,1978,12,7,49
"7739","1978-12-08","2",14.6,2.201,NA,1978,12,8,49
"7740","1978-12-09","2",10.5,2.737,NA,1978,12,9,49
"7741","1978-12-10","2",1.4,1.348,NA,1978,12,10,50
"7742","1978-12-11","2",0,0.854,NA,1978,12,11,50
"7743","1978-12-12","2",0,0.694,NA,1978,12,12,50
"7744","1978-12-13","2",0,0.597,NA,1978,12,13,50
"7745","1978-12-14","2",0.8,0.518,NA,1978,12,14,50
"7746","1978-12-15","2",0,0.461,NA,1978,12,15,50
"7747","1978-12-16","2",0,0.416,NA,1978,12,16,50
"7748","1978-12-17","2",15.5,0.45,NA,1978,12,17,51
"7749","1978-12-18","2",0,0.407,NA,1978,12,18,51
"7750","1978-12-19","2",0,0.389,NA,1978,12,19,51
"7751","1978-12-20","2",0.8,0.37,NA,1978,12,20,51
"7752","1978-12-21","2",20,0.398,NA,1978,12,21,51
"7753","1978-12-22","2",0,0.341,NA,1978,12,22,51
"7754","1978-12-23","2",0,0.326,NA,1978,12,23,51
"7755","1978-12-24","2",0,0.326,NA,1978,12,24,52
"7756","1978-12-25","2",22.4,0.362,NA,1978,12,25,52
"7757","1978-12-26","2",0,0.321,NA,1978,12,26,52
"7758","1978-12-27","2",1.1,0.323,NA,1978,12,27,52
"7759","1978-12-28","2",0,0.312,NA,1978,12,28,52
"7760","1978-12-29","2",0,0.318,NA,1978,12,29,52
"7761","1978-12-30","2",0,0.328,NA,1978,12,30,52
"7762","1978-12-31","2",0.7,0.337,NA,1978,12,31,53
"7763","1979-01-01","2",11.6,2.858,NA,1979,1,1,1
"7764","1979-01-02","2",30.9,32.18,NA,1979,1,2,1
"7765","1979-01-03","2",4.3,16.735,NA,1979,1,3,1
"7766","1979-01-04","2",0,4.427,NA,1979,1,4,1
"7767","1979-01-05","2",0,2.46,NA,1979,1,5,1
"7768","1979-01-06","2",1.4,1.694,NA,1979,1,6,1
"7769","1979-01-07","2",19.4,1.325,NA,1979,1,7,1
"7770","1979-01-08","2",24.2,4.717,NA,1979,1,8,2
"7771","1979-01-09","2",0.5,2.796,NA,1979,1,9,2
"7772","1979-01-10","2",0.2,1.701,NA,1979,1,10,2
"7773","1979-01-11","2",0.2,1.282,NA,1979,1,11,2
"7774","1979-01-12","2",0.8,1.057,NA,1979,1,12,2
"7775","1979-01-13","2",10.7,0.981,NA,1979,1,13,2
"7776","1979-01-14","2",8.7,1.162,NA,1979,1,14,2
"7777","1979-01-15","2",2.2,0.988,NA,1979,1,15,3
"7778","1979-01-16","2",1.8,0.831,NA,1979,1,16,3
"7779","1979-01-17","2",9.9,0.76,NA,1979,1,17,3
"7780","1979-01-18","2",2.7,0.72,NA,1979,1,18,3
"7781","1979-01-19","2",0,0.633,NA,1979,1,19,3
"7782","1979-01-20","2",1.3,0.604,NA,1979,1,20,3
"7783","1979-01-21","2",43.6,1.193,NA,1979,1,21,3
"7784","1979-01-22","2",0.9,2.336,NA,1979,1,22,4
"7785","1979-01-23","2",0,1.284,NA,1979,1,23,4
"7786","1979-01-24","2",0,1.033,NA,1979,1,24,4
"7787","1979-01-25","2",16.5,0.925,NA,1979,1,25,4
"7788","1979-01-26","2",3.6,0.844,NA,1979,1,26,4
"7789","1979-01-27","2",1.4,0.803,NA,1979,1,27,4
"7790","1979-01-28","2",0.9,0.793,NA,1979,1,28,4
"7791","1979-01-29","2",3.5,0.766,NA,1979,1,29,5
"7792","1979-01-30","2",2.5,0.727,NA,1979,1,30,5
"7793","1979-01-31","2",12.7,0.724,NA,1979,1,31,5
"7794","1979-02-01","2",0.8,0.724,NA,1979,2,1,5
"7795","1979-02-02","2",0.6,0.707,NA,1979,2,2,5
"7796","1979-02-03","2",0,0.679,NA,1979,2,3,5
"7797","1979-02-04","2",1.3,0.679,NA,1979,2,4,5
"7798","1979-02-05","2",1.7,0.679,NA,1979,2,5,6
"7799","1979-02-06","2",0,0.66,NA,1979,2,6,6
"7800","1979-02-07","2",1.4,0.652,NA,1979,2,7,6
"7801","1979-02-08","2",2.3,0.647,NA,1979,2,8,6
"7802","1979-02-09","2",0,0.607,NA,1979,2,9,6
"7803","1979-02-10","2",0,0.586,NA,1979,2,10,6
"7804","1979-02-11","2",0,0.57,NA,1979,2,11,6
"7805","1979-02-12","2",0,0.547,NA,1979,2,12,7
"7806","1979-02-13","2",0,0.531,NA,1979,2,13,7
"7807","1979-02-14","2",0,0.531,NA,1979,2,14,7
"7808","1979-02-15","2",0,0.512,NA,1979,2,15,7
"7809","1979-02-16","2",0,0.497,NA,1979,2,16,7
"7810","1979-02-17","2",0,0.471,NA,1979,2,17,7
"7811","1979-02-18","2",0,0.432,NA,1979,2,18,7
"7812","1979-02-19","2",0,0.415,NA,1979,2,19,8
"7813","1979-02-20","2",0,0.401,NA,1979,2,20,8
"7814","1979-02-21","2",1.7,0.396,NA,1979,2,21,8
"7815","1979-02-22","2",1.5,0.409,NA,1979,2,22,8
"7816","1979-02-23","2",2.4,0.382,NA,1979,2,23,8
"7817","1979-02-24","2",22.2,2.524,NA,1979,2,24,8
"7818","1979-02-25","2",0,3.079,NA,1979,2,25,8
"7819","1979-02-26","2",13.7,2.161,NA,1979,2,26,9
"7820","1979-02-27","2",5.2,1.612,NA,1979,2,27,9
"7821","1979-02-28","2",0,1.448,NA,1979,2,28,9
"7822","1979-03-01","2",0,1.493,NA,1979,3,1,9
"7823","1979-03-02","2",5.2,1.315,NA,1979,3,2,9
"7824","1979-03-03","2",1,1.162,NA,1979,3,3,9
"7825","1979-03-04","2",0.6,1.148,NA,1979,3,4,9
"7826","1979-03-05","2",12.1,8.929,NA,1979,3,5,10
"7827","1979-03-06","2",39.8,60.826,NA,1979,3,6,10
"7828","1979-03-07","2",3.2,30.401,NA,1979,3,7,10
"7829","1979-03-08","2",0,11.313,NA,1979,3,8,10
"7830","1979-03-09","2",0,9.154,NA,1979,3,9,10
"7831","1979-03-10","2",13.2,6.944,NA,1979,3,10,10
"7832","1979-03-11","2",5.7,5.527,NA,1979,3,11,10
"7833","1979-03-12","2",0,3.855,NA,1979,3,12,11
"7834","1979-03-13","2",0,2.906,NA,1979,3,13,11
"7835","1979-03-14","2",13.2,5.765,NA,1979,3,14,11
"7836","1979-03-15","2",1.1,6.13,NA,1979,3,15,11
"7837","1979-03-16","2",0,3.72,NA,1979,3,16,11
"7838","1979-03-17","2",0,2.824,NA,1979,3,17,11
"7839","1979-03-18","2",0,2.387,NA,1979,3,18,11
"7840","1979-03-19","2",0,3.023,NA,1979,3,19,12
"7841","1979-03-20","2",0,4.495,NA,1979,3,20,12
"7842","1979-03-21","2",0,12.278,NA,1979,3,21,12
"7843","1979-03-22","2",0,22.751,NA,1979,3,22,12
"7844","1979-03-23","2",0,27.631,NA,1979,3,23,12
"7845","1979-03-24","2",0.9,24.156,NA,1979,3,24,12
"7846","1979-03-25","2",23.6,57.587,NA,1979,3,25,12
"7847","1979-03-26","2",0.6,17.044,NA,1979,3,26,13
"7848","1979-03-27","2",0,7.34,NA,1979,3,27,13
"7849","1979-03-28","2",0,5.155,NA,1979,3,28,13
"7850","1979-03-29","2",0.8,4.292,NA,1979,3,29,13
"7851","1979-03-30","2",14.1,4.729,NA,1979,3,30,13
"7852","1979-03-31","2",2.7,10.882,NA,1979,3,31,13
"7853","1979-04-01","2",1.6,7.733,NA,1979,4,1,13
"7854","1979-04-02","2",15.5,5.817,NA,1979,4,2,14
"7855","1979-04-03","2",1.1,4.576,NA,1979,4,3,14
"7856","1979-04-04","2",1.8,5.352,NA,1979,4,4,14
"7857","1979-04-05","2",9.2,5.358,NA,1979,4,5,14
"7858","1979-04-06","2",3.1,3.667,NA,1979,4,6,14
"7859","1979-04-07","2",1.5,2.724,NA,1979,4,7,14
"7860","1979-04-08","2",0,2.609,NA,1979,4,8,14
"7861","1979-04-09","2",15.2,2.631,NA,1979,4,9,15
"7862","1979-04-10","2",3.6,2.162,NA,1979,4,10,15
"7863","1979-04-11","2",0,2.511,NA,1979,4,11,15
"7864","1979-04-12","2",0,4.246,NA,1979,4,12,15
"7865","1979-04-13","2",0.4,6.482,NA,1979,4,13,15
"7866","1979-04-14","2",0.6,5.946,NA,1979,4,14,15
"7867","1979-04-15","2",2.8,4.291,NA,1979,4,15,15
"7868","1979-04-16","2",1.9,4.249,NA,1979,4,16,16
"7869","1979-04-17","2",1.1,4.568,NA,1979,4,17,16
"7870","1979-04-18","2",0,5.363,NA,1979,4,18,16
"7871","1979-04-19","2",0,5.34,NA,1979,4,19,16
"7872","1979-04-20","2",0,4.835,NA,1979,4,20,16
"7873","1979-04-21","2",0,4.295,NA,1979,4,21,16
"7874","1979-04-22","2",0,3.495,NA,1979,4,22,16
"7875","1979-04-23","2",0,2.996,NA,1979,4,23,17
"7876","1979-04-24","2",0,2.557,NA,1979,4,24,17
"7877","1979-04-25","2",2,2.124,NA,1979,4,25,17
"7878","1979-04-26","2",1.8,1.977,NA,1979,4,26,17
"7879","1979-04-27","2",55.7,31.569,NA,1979,4,27,17
"7880","1979-04-28","2",4.1,19.451,NA,1979,4,28,17
"7881","1979-04-29","2",3.7,7.909,NA,1979,4,29,17
"7882","1979-04-30","2",0,4.715,NA,1979,4,30,18
"7883","1979-05-01","2",0,3.372,NA,1979,5,1,18
"7884","1979-05-02","2",0,2.644,NA,1979,5,2,18
"7885","1979-05-03","2",15.4,3.059,NA,1979,5,3,18
"7886","1979-05-04","2",11.6,10.529,NA,1979,5,4,18
"7887","1979-05-05","2",0,4.734,NA,1979,5,5,18
"7888","1979-05-06","2",0,3.116,NA,1979,5,6,18
"7889","1979-05-07","2",0,2.467,NA,1979,5,7,19
"7890","1979-05-08","2",0,1.996,NA,1979,5,8,19
"7891","1979-05-09","2",0,1.731,NA,1979,5,9,19
"7892","1979-05-10","2",0,1.482,NA,1979,5,10,19
"7893","1979-05-11","2",0,1.25,NA,1979,5,11,19
"7894","1979-05-12","2",0,1.082,NA,1979,5,12,19
"7895","1979-05-13","2",6.3,1.265,NA,1979,5,13,19
"7896","1979-05-14","2",1.1,1.234,NA,1979,5,14,20
"7897","1979-05-15","2",0,1.059,NA,1979,5,15,20
"7898","1979-05-16","2",0,0.897,NA,1979,5,16,20
"7899","1979-05-17","2",0,0.729,NA,1979,5,17,20
"7900","1979-05-18","2",0,0.628,NA,1979,5,18,20
"7901","1979-05-19","2",0,0.565,NA,1979,5,19,20
"7902","1979-05-20","2",2.5,0.56,NA,1979,5,20,20
"7903","1979-05-21","2",8.7,0.844,NA,1979,5,21,21
"7904","1979-05-22","2",0,1.042,NA,1979,5,22,21
"7905","1979-05-23","2",3.8,0.799,NA,1979,5,23,21
"7906","1979-05-24","2",33.6,6.018,NA,1979,5,24,21
"7907","1979-05-25","2",27.8,18.411,NA,1979,5,25,21
"7908","1979-05-26","2",3.3,8.623,NA,1979,5,26,21
"7909","1979-05-27","2",4.1,4.463,NA,1979,5,27,21
"7910","1979-05-28","2",11.2,4.129,NA,1979,5,28,22
"7911","1979-05-29","2",19.9,15.173,NA,1979,5,29,22
"7912","1979-05-30","2",5.4,7.487,NA,1979,5,30,22
"7913","1979-05-31","2",0,5.378,NA,1979,5,31,22
"7914","1979-06-01","2",0,3.29,NA,1979,6,1,22
"7915","1979-06-02","2",0,2.257,NA,1979,6,2,22
"7916","1979-06-03","2",0,1.622,NA,1979,6,3,22
"7917","1979-06-04","2",0,1.135,NA,1979,6,4,23
"7918","1979-06-05","2",14.7,1.473,NA,1979,6,5,23
"7919","1979-06-06","2",0.6,1.901,NA,1979,6,6,23
"7920","1979-06-07","2",0.6,1.131,NA,1979,6,7,23
"7921","1979-06-08","2",0.3,0.965,NA,1979,6,8,23
"7922","1979-06-09","2",0.8,0.915,NA,1979,6,9,23
"7923","1979-06-10","2",0,0.821,NA,1979,6,10,23
"7924","1979-06-11","2",6,0.726,NA,1979,6,11,24
"7925","1979-06-12","2",1.5,0.914,NA,1979,6,12,24
"7926","1979-06-13","2",0,0.587,NA,1979,6,13,24
"7927","1979-06-14","2",0.5,0.396,NA,1979,6,14,24
"7928","1979-06-15","2",0.2,0.26,NA,1979,6,15,24
"7929","1979-06-16","2",0,0.155,NA,1979,6,16,24
"7930","1979-06-17","2",0,0.083,NA,1979,6,17,24
"7931","1979-06-18","2",0,0.05,NA,1979,6,18,25
"7932","1979-06-19","2",0.5,0.048,NA,1979,6,19,25
"7933","1979-06-20","2",0,0.026,NA,1979,6,20,25
"7934","1979-06-21","2",1,0.01,NA,1979,6,21,25
"7935","1979-06-22","2",0,0.005,NA,1979,6,22,25
"7936","1979-06-23","2",0,0.005,NA,1979,6,23,25
"7937","1979-06-24","2",0,0.005,NA,1979,6,24,25
"7938","1979-06-25","2",0.5,0.003,NA,1979,6,25,26
"7939","1979-06-26","2",0.5,0.003,NA,1979,6,26,26
"7940","1979-06-27","2",0.8,0.002,NA,1979,6,27,26
"7941","1979-06-28","2",17.5,0.062,NA,1979,6,28,26
"7942","1979-06-29","2",0,0.114,NA,1979,6,29,26
"7943","1979-06-30","2",8.6,0.028,NA,1979,6,30,26
"7944","1979-07-01","2",26.1,1.5,NA,1979,7,1,26
"7945","1979-07-02","2",4.4,1.123,NA,1979,7,2,27
"7946","1979-07-03","2",0.3,0.43,NA,1979,7,3,27
"7947","1979-07-04","2",0,0.125,NA,1979,7,4,27
"7948","1979-07-05","2",0.4,0.044,NA,1979,7,5,27
"7949","1979-07-06","2",0.3,0.025,NA,1979,7,6,27
"7950","1979-07-07","2",0,0.017,NA,1979,7,7,27
"7951","1979-07-08","2",0,0.008,NA,1979,7,8,27
"7952","1979-07-09","2",0,0.006,NA,1979,7,9,28
"7953","1979-07-10","2",0,0.006,NA,1979,7,10,28
"7954","1979-07-11","2",0,0.004,NA,1979,7,11,28
"7955","1979-07-12","2",0,0.002,NA,1979,7,12,28
"7956","1979-07-13","2",0,0.002,NA,1979,7,13,28
"7957","1979-07-14","2",0,0.002,NA,1979,7,14,28
"7958","1979-07-15","2",1.8,0.001,NA,1979,7,15,28
"7959","1979-07-16","2",6,0.005,NA,1979,7,16,29
"7960","1979-07-17","2",1.5,0.008,NA,1979,7,17,29
"7961","1979-07-18","2",21.3,0.104,NA,1979,7,18,29
"7962","1979-07-19","2",0.4,0.191,NA,1979,7,19,29
"7963","1979-07-20","2",0.7,0.03,NA,1979,7,20,29
"7964","1979-07-21","2",0.5,0.007,NA,1979,7,21,29
"7965","1979-07-22","2",0,0,NA,1979,7,22,29
"7966","1979-07-23","2",0,0,NA,1979,7,23,30
"7967","1979-07-24","2",0.5,0,NA,1979,7,24,30
"7968","1979-07-25","2",0,0,NA,1979,7,25,30
"7969","1979-07-26","2",8.3,0,NA,1979,7,26,30
"7970","1979-07-27","2",0.2,0.004,NA,1979,7,27,30
"7971","1979-07-28","2",0,0.001,NA,1979,7,28,30
"7972","1979-07-29","2",0,0,NA,1979,7,29,30
"7973","1979-07-30","2",0,0,NA,1979,7,30,31
"7974","1979-07-31","2",0,0,NA,1979,7,31,31
"7975","1979-08-01","2",0,0,NA,1979,8,1,31
"7976","1979-08-02","2",16.3,0,NA,1979,8,2,31
"7977","1979-08-03","2",0,0,NA,1979,8,3,31
"7978","1979-08-04","2",0,0,NA,1979,8,4,31
"7979","1979-08-05","2",0.2,0,NA,1979,8,5,31
"7980","1979-08-06","2",0,0,NA,1979,8,6,32
"7981","1979-08-07","2",5.3,0,NA,1979,8,7,32
"7982","1979-08-08","2",3.1,0,NA,1979,8,8,32
"7983","1979-08-09","2",0.3,0,NA,1979,8,9,32
"7984","1979-08-10","2",25.6,0.084,NA,1979,8,10,32
"7985","1979-08-11","2",0.3,0.071,NA,1979,8,11,32
"7986","1979-08-12","2",23.1,0.421,NA,1979,8,12,32
"7987","1979-08-13","2",5.1,0.784,NA,1979,8,13,33
"7988","1979-08-14","2",3.3,0.307,NA,1979,8,14,33
"7989","1979-08-15","2",1.4,0.135,NA,1979,8,15,33
"7990","1979-08-16","2",0,0.054,NA,1979,8,16,33
"7991","1979-08-17","2",0,0.008,NA,1979,8,17,33
"7992","1979-08-18","2",4.7,0.007,NA,1979,8,18,33
"7993","1979-08-19","2",21.4,1.475,NA,1979,8,19,33
"7994","1979-08-20","2",0,0.51,NA,1979,8,20,34
"7995","1979-08-21","2",0.3,0.125,NA,1979,8,21,34
"7996","1979-08-22","2",0,0.035,NA,1979,8,22,34
"7997","1979-08-23","2",0,0.024,NA,1979,8,23,34
"7998","1979-08-24","2",2.2,0.021,NA,1979,8,24,34
"7999","1979-08-25","2",0,0.032,NA,1979,8,25,34
"8000","1979-08-26","2",0.1,0.022,NA,1979,8,26,34
"8001","1979-08-27","2",16.2,0.323,NA,1979,8,27,35
"8002","1979-08-28","2",0,0.307,NA,1979,8,28,35
"8003","1979-08-29","2",2.8,0.133,NA,1979,8,29,35
"8004","1979-08-30","2",0.6,0.201,NA,1979,8,30,35
"8005","1979-08-31","2",0,0.078,NA,1979,8,31,35
"8006","1979-09-01","2",0,0.026,NA,1979,9,1,35
"8007","1979-09-02","2",0,0.01,NA,1979,9,2,35
"8008","1979-09-03","2",4.6,0.041,NA,1979,9,3,36
"8009","1979-09-04","2",0,0.011,NA,1979,9,4,36
"8010","1979-09-05","2",0,0.001,NA,1979,9,5,36
"8011","1979-09-06","2",67.2,12.322,NA,1979,9,6,36
"8012","1979-09-07","2",0.4,5.343,NA,1979,9,7,36
"8013","1979-09-08","2",0,1.5,NA,1979,9,8,36
"8014","1979-09-09","2",0,0.644,NA,1979,9,9,36
"8015","1979-09-10","2",0,0.373,NA,1979,9,10,37
"8016","1979-09-11","2",0,0.237,NA,1979,9,11,37
"8017","1979-09-12","2",0,0.137,NA,1979,9,12,37
"8018","1979-09-13","2",0,0.102,NA,1979,9,13,37
"8019","1979-09-14","2",25.9,1.547,NA,1979,9,14,37
"8020","1979-09-15","2",0,2.777,NA,1979,9,15,37
"8021","1979-09-16","2",0,1.032,NA,1979,9,16,37
"8022","1979-09-17","2",0,0.587,NA,1979,9,17,38
"8023","1979-09-18","2",0.3,0.338,NA,1979,9,18,38
"8024","1979-09-19","2",2,0.249,NA,1979,9,19,38
"8025","1979-09-20","2",0,0.188,NA,1979,9,20,38
"8026","1979-09-21","2",8.3,0.216,NA,1979,9,21,38
"8027","1979-09-22","2",1.5,0.662,NA,1979,9,22,38
"8028","1979-09-23","2",0,0.358,NA,1979,9,23,38
"8029","1979-09-24","2",0,0.234,NA,1979,9,24,39
"8030","1979-09-25","2",0,0.194,NA,1979,9,25,39
"8031","1979-09-26","2",0,0.173,NA,1979,9,26,39
"8032","1979-09-27","2",0,0.165,NA,1979,9,27,39
"8033","1979-09-28","2",10,0.18,NA,1979,9,28,39
"8034","1979-09-29","2",4,0.708,NA,1979,9,29,39
"8035","1979-09-30","2",0.2,0.407,NA,1979,9,30,39
"8036","1979-10-01","2",9.5,0.5,NA,1979,10,1,40
"8037","1979-10-02","2",0,1.222,NA,1979,10,2,40
"8038","1979-10-03","2",31.2,5.179,NA,1979,10,3,40
"8039","1979-10-04","2",0,7.549,NA,1979,10,4,40
"8040","1979-10-05","2",28.5,3.286,NA,1979,10,5,40
"8041","1979-10-06","2",9.8,27.361,NA,1979,10,6,40
"8042","1979-10-07","2",1.1,4.804,NA,1979,10,7,40
"8043","1979-10-08","2",1,2.761,NA,1979,10,8,41
"8044","1979-10-09","2",12.7,2.21,NA,1979,10,9,41
"8045","1979-10-10","2",0,2.1,NA,1979,10,10,41
"8046","1979-10-11","2",0,1.957,NA,1979,10,11,41
"8047","1979-10-12","2",15.4,4.892,NA,1979,10,12,41
"8048","1979-10-13","2",1.2,8.365,NA,1979,10,13,41
"8049","1979-10-14","2",0.8,4.356,NA,1979,10,14,41
"8050","1979-10-15","2",5.2,2.882,NA,1979,10,15,42
"8051","1979-10-16","2",0,2.798,NA,1979,10,16,42
"8052","1979-10-17","2",1,2.137,NA,1979,10,17,42
"8053","1979-10-18","2",0,1.805,NA,1979,10,18,42
"8054","1979-10-19","2",0,1.54,NA,1979,10,19,42
"8055","1979-10-20","2",0,1.399,NA,1979,10,20,42
