"","obs_date","watershed","precip","streamflow","flag","yr","mo","da","wk"
"6145","1985-10-28","8",0,0.892,NA,1985,10,28,43
"6146","1985-10-29","8",0,0.769,NA,1985,10,29,44
"6147","1985-10-30","8",0,0.716,NA,1985,10,30,44
"6148","1985-10-31","8",0,0.655,NA,1985,10,31,44
"6149","1985-11-01","8",0,0.608,NA,1985,11,1,44
"6150","1985-11-02","8",0,0.568,NA,1985,11,2,44
"6151","1985-11-03","8",0,0.535,NA,1985,11,3,44
"6152","1985-11-04","8",0,0.499,NA,1985,11,4,44
"6153","1985-11-05","8",47.2,10.926,NA,1985,11,5,45
"6154","1985-11-06","8",19.8,18.947,NA,1985,11,6,45
"6155","1985-11-07","8",1.5,10.544,NA,1985,11,7,45
"6156","1985-11-08","8",0,4.843,NA,1985,11,8,45
"6157","1985-11-09","8",3.3,2.905,NA,1985,11,9,45
"6158","1985-11-10","8",4.5,2.883,NA,1985,11,10,45
"6159","1985-11-11","8",3.1,2.59,NA,1985,11,11,45
"6160","1985-11-12","8",7.4,2.322,NA,1985,11,12,46
"6161","1985-11-13","8",3.9,5.671,NA,1985,11,13,46
"6162","1985-11-14","8",25.4,6.645,NA,1985,11,14,46
"6163","1985-11-15","8",1,8.673,NA,1985,11,15,46
"6164","1985-11-16","8",10.6,3.426,NA,1985,11,16,46
"6165","1985-11-17","8",10.7,4.21,NA,1985,11,17,46
"6166","1985-11-18","8",0,3.803,NA,1985,11,18,46
"6167","1985-11-19","8",0,3.362,NA,1985,11,19,47
"6168","1985-11-20","8",0,8.575,NA,1985,11,20,47
"6169","1985-11-21","8",0,4.49,NA,1985,11,21,47
"6170","1985-11-22","8",3.6,2.736,NA,1985,11,22,47
"6171","1985-11-23","8",1.3,2.05,NA,1985,11,23,47
"6172","1985-11-24","8",1.5,1.639,NA,1985,11,24,47
"6173","1985-11-25","8",0.6,1.291,NA,1985,11,25,47
"6174","1985-11-26","8",0.9,1.127,NA,1985,11,26,48
"6175","1985-11-27","8",2.1,1.119,NA,1985,11,27,48
"6176","1985-11-28","8",10.1,1.098,NA,1985,11,28,48
"6177","1985-11-29","8",0.5,1.079,NA,1985,11,29,48
"6178","1985-11-30","8",0,1.069,NA,1985,11,30,48
"6179","1985-12-01","8",2.5,1.072,NA,1985,12,1,48
"6180","1985-12-02","8",26.5,10.847,NA,1985,12,2,48
"6181","1985-12-03","8",0.8,4.037,NA,1985,12,3,49
"6182","1985-12-04","8",0,2.245,NA,1985,12,4,49
"6183","1985-12-05","8",0,1.6,NA,1985,12,5,49
"6184","1985-12-06","8",4.1,1.304,NA,1985,12,6,49
"6185","1985-12-07","8",0,1.114,NA,1985,12,7,49
"6186","1985-12-08","8",2.7,0.982,NA,1985,12,8,49
"6187","1985-12-09","8",0.3,0.874,NA,1985,12,9,49
"6188","1985-12-10","8",0,0.776,NA,1985,12,10,50
"6189","1985-12-11","8",2.2,0.725,NA,1985,12,11,50
"6190","1985-12-12","8",8.8,0.695,NA,1985,12,12,50
"6191","1985-12-13","8",17.1,0.643,NA,1985,12,13,50
"6192","1985-12-14","8",5.5,0.609,NA,1985,12,14,50
"6193","1985-12-15","8",0,0.55,NA,1985,12,15,50
"6194","1985-12-16","8",0.2,0.518,NA,1985,12,16,50
"6195","1985-12-17","8",2.1,0.502,NA,1985,12,17,51
"6196","1985-12-18","8",1.4,0.471,NA,1985,12,18,51
"6197","1985-12-19","8",0,0.434,NA,1985,12,19,51
"6198","1985-12-20","8",0,0.409,NA,1985,12,20,51
"6199","1985-12-21","8",0.3,0.396,NA,1985,12,21,51
"6200","1985-12-22","8",3.8,0.368,NA,1985,12,22,51
"6201","1985-12-23","8",5.1,0.361,NA,1985,12,23,51
"6202","1985-12-24","8",0.8,0.355,NA,1985,12,24,52
"6203","1985-12-25","8",5.8,0.336,NA,1985,12,25,52
"6204","1985-12-26","8",1,0.293,NA,1985,12,26,52
"6205","1985-12-27","8",3.2,0.287,NA,1985,12,27,52
"6206","1985-12-28","8",0,0.278,NA,1985,12,28,52
"6207","1985-12-29","8",0.3,0.273,NA,1985,12,29,52
"6208","1985-12-30","8",0.7,0.267,NA,1985,12,30,52
"6209","1985-12-31","8",0,0.264,NA,1985,12,31,53
"6210","1986-01-01","8",1.5,0.263,NA,1986,1,1,1
"6211","1986-01-02","8",1,0.258,NA,1986,1,2,1
"6212","1986-01-03","8",23.9,0.259,NA,1986,1,3,1
"6213","1986-01-04","8",0,0.252,NA,1986,1,4,1
"6214","1986-01-05","8",20.2,0.249,NA,1986,1,5,1
"6215","1986-01-06","8",0.6,0.247,NA,1986,1,6,1
"6216","1986-01-07","8",0,0.241,NA,1986,1,7,1
"6217","1986-01-08","8",0,0.237,NA,1986,1,8,2
"6218","1986-01-09","8",0,0.238,NA,1986,1,9,2
"6219","1986-01-10","8",1.6,0.237,NA,1986,1,10,2
"6220","1986-01-11","8",0,0.232,NA,1986,1,11,2
"6221","1986-01-12","8",0,0.231,NA,1986,1,12,2
"6222","1986-01-13","8",0.5,0.229,NA,1986,1,13,2
"6223","1986-01-14","8",0,0.227,NA,1986,1,14,2
"6224","1986-01-15","8",0.6,0.217,NA,1986,1,15,3
"6225","1986-01-16","8",0,0.217,NA,1986,1,16,3
"6226","1986-01-17","8",0,0.218,NA,1986,1,17,3
"6227","1986-01-18","8",0,0.225,NA,1986,1,18,3
"6228","1986-01-19","8",15,0.421,NA,1986,1,19,3
"6229","1986-01-20","8",11.8,5.026,NA,1986,1,20,3
"6230","1986-01-21","8",1.9,5.21,NA,1986,1,21,3
"6231","1986-01-22","8",0,2.423,NA,1986,1,22,4
"6232","1986-01-23","8",0,1.674,NA,1986,1,23,4
"6233","1986-01-24","8",0,1.329,NA,1986,1,24,4
"6234","1986-01-25","8",23,1.119,NA,1986,1,25,4
"6235","1986-01-26","8",83.2,32.867,NA,1986,1,26,4
"6236","1986-01-27","8",51.3,82.84,NA,1986,1,27,4
"6237","1986-01-28","8",2.5,8.397,NA,1986,1,28,4
"6238","1986-01-29","8",0,3.827,NA,1986,1,29,5
"6239","1986-01-30","8",0.2,2.508,NA,1986,1,30,5
"6240","1986-01-31","8",1.8,1.843,NA,1986,1,31,5
"6241","1986-02-01","8",7,1.405,NA,1986,2,1,5
"6242","1986-02-02","8",11.7,1.248,NA,1986,2,2,5
"6243","1986-02-03","8",0,1.075,NA,1986,2,3,5
"6244","1986-02-04","8",1.9,0.949,NA,1986,2,4,5
"6245","1986-02-05","8",13.2,0.869,NA,1986,2,5,6
"6246","1986-02-06","8",0.7,0.749,NA,1986,2,6,6
"6247","1986-02-07","8",0,0.691,NA,1986,2,7,6
"6248","1986-02-08","8",0,0.655,NA,1986,2,8,6
"6249","1986-02-09","8",0,0.619,NA,1986,2,9,6
"6250","1986-02-10","8",0,0.569,NA,1986,2,10,6
"6251","1986-02-11","8",0,0.554,NA,1986,2,11,6
"6252","1986-02-12","8",0,0.515,NA,1986,2,12,7
"6253","1986-02-13","8",0,0.485,NA,1986,2,13,7
"6254","1986-02-14","8",1.2,0.457,NA,1986,2,14,7
"6255","1986-02-15","8",0.6,0.447,NA,1986,2,15,7
"6256","1986-02-16","8",0,0.416,NA,1986,2,16,7
"6257","1986-02-17","8",4.6,0.398,NA,1986,2,17,7
"6258","1986-02-18","8",0,0.399,NA,1986,2,18,7
"6259","1986-02-19","8",6.1,0.379,NA,1986,2,19,8
"6260","1986-02-20","8",0,0.363,NA,1986,2,20,8
"6261","1986-02-21","8",30.3,0.359,NA,1986,2,21,8
"6262","1986-02-22","8",1,0.345,NA,1986,2,22,8
"6263","1986-02-23","8",0,0.323,NA,1986,2,23,8
"6264","1986-02-24","8",0,0.305,NA,1986,2,24,8
"6265","1986-02-25","8",0.4,0.299,NA,1986,2,25,8
"6266","1986-02-26","8",0.5,0.294,NA,1986,2,26,9
"6267","1986-02-27","8",0,0.285,NA,1986,2,27,9
"6268","1986-02-28","8",0,0.284,NA,1986,2,28,9
"6269","1986-03-01","8",0,0.28,NA,1986,3,1,9
"6270","1986-03-02","8",0,0.279,NA,1986,3,2,9
"6271","1986-03-03","8",1,0.273,NA,1986,3,3,9
"6272","1986-03-04","8",0,0.268,NA,1986,3,4,9
"6273","1986-03-05","8",0.3,0.264,NA,1986,3,5,10
"6274","1986-03-06","8",13.4,0.262,NA,1986,3,6,10
"6275","1986-03-07","8",7.5,0.26,NA,1986,3,7,10
"6276","1986-03-08","8",0.9,0.258,NA,1986,3,8,10
"6277","1986-03-09","8",3.1,0.256,NA,1986,3,9,10
"6278","1986-03-10","8",6.3,0.251,NA,1986,3,10,10
"6279","1986-03-11","8",5.6,0.402,NA,1986,3,11,10
"6280","1986-03-12","8",0,0.383,NA,1986,3,12,11
"6281","1986-03-13","8",14.4,0.375,NA,1986,3,13,11
"6282","1986-03-14","8",19.9,0.527,NA,1986,3,14,11
"6283","1986-03-15","8",23.5,4.652,NA,1986,3,15,11
"6284","1986-03-16","8",1.5,5.261,NA,1986,3,16,11
"6285","1986-03-17","8",1.4,2.399,NA,1986,3,17,11
"6286","1986-03-18","8",0,1.732,NA,1986,3,18,11
"6287","1986-03-19","8",30.8,13.142,NA,1986,3,19,12
"6288","1986-03-20","8",0,11.624,NA,1986,3,20,12
"6289","1986-03-21","8",0,4.082,NA,1986,3,21,12
"6290","1986-03-22","8",0,2.563,NA,1986,3,22,12
"6291","1986-03-23","8",0,1.973,NA,1986,3,23,12
"6292","1986-03-24","8",0.6,1.631,NA,1986,3,24,12
"6293","1986-03-25","8",0,1.426,NA,1986,3,25,12
"6294","1986-03-26","8",0,1.583,NA,1986,3,26,13
"6295","1986-03-27","8",8.5,5.208,NA,1986,3,27,13
"6296","1986-03-28","8",0,7.17,NA,1986,3,28,13
"6297","1986-03-29","8",0,8.222,NA,1986,3,29,13
"6298","1986-03-30","8",0.5,23.994,NA,1986,3,30,13
"6299","1986-03-31","8",0,20.523,NA,1986,3,31,13
"6300","1986-04-01","8",0,12.774,NA,1986,4,1,13
"6301","1986-04-02","8",0,16.692,NA,1986,4,2,14
"6302","1986-04-03","8",0,9.275,NA,1986,4,3,14
"6303","1986-04-04","8",0,5.43,NA,1986,4,4,14
"6304","1986-04-05","8",0,4.187,NA,1986,4,5,14
"6305","1986-04-06","8",8,3.364,NA,1986,4,6,14
"6306","1986-04-07","8",8.2,3.619,NA,1986,4,7,14
"6307","1986-04-08","8",4.3,4.329,NA,1986,4,8,14
"6308","1986-04-09","8",0.5,4.157,NA,1986,4,9,15
"6309","1986-04-10","8",1.2,3.569,NA,1986,4,10,15
"6310","1986-04-11","8",3.1,2.771,NA,1986,4,11,15
"6311","1986-04-12","8",2.7,2.224,NA,1986,4,12,15
"6312","1986-04-13","8",0.4,1.917,NA,1986,4,13,15
"6313","1986-04-14","8",0,2.299,NA,1986,4,14,15
"6314","1986-04-15","8",0,4.042,NA,1986,4,15,15
"6315","1986-04-16","8",0,8.365,NA,1986,4,16,16
"6316","1986-04-17","8",0,9.995,NA,1986,4,17,16
"6317","1986-04-18","8",0,10.976,NA,1986,4,18,16
"6318","1986-04-19","8",0,8.705,NA,1986,4,19,16
"6319","1986-04-20","8",0.5,8.939,NA,1986,4,20,16
"6320","1986-04-21","8",18,13.994,NA,1986,4,21,16
"6321","1986-04-22","8",0.3,15.807,NA,1986,4,22,16
"6322","1986-04-23","8",0.2,7.162,NA,1986,4,23,17
"6323","1986-04-24","8",0.8,5.405,NA,1986,4,24,17
"6324","1986-04-25","8",2.6,9.499,NA,1986,4,25,17
"6325","1986-04-26","8",11.8,16.933,NA,1986,4,26,17
"6326","1986-04-27","8",1.1,9.151,NA,1986,4,27,17
"6327","1986-04-28","8",0,6.114,NA,1986,4,28,17
"6328","1986-04-29","8",0,4.447,NA,1986,4,29,17
"6329","1986-04-30","8",0,3.21,NA,1986,4,30,18
"6330","1986-05-01","8",1.8,2.386,NA,1986,5,1,18
"6331","1986-05-02","8",0,1.901,NA,1986,5,2,18
"6332","1986-05-03","8",0,1.489,NA,1986,5,3,18
"6333","1986-05-04","8",0.5,1.255,NA,1986,5,4,18
"6334","1986-05-05","8",3.5,1.213,NA,1986,5,5,18
"6335","1986-05-06","8",0.8,1.111,NA,1986,5,6,18
"6336","1986-05-07","8",5.5,1.347,NA,1986,5,7,19
"6337","1986-05-08","8",4.3,1.354,NA,1986,5,8,19
"6338","1986-05-09","8",0,1.268,NA,1986,5,9,19
"6339","1986-05-10","8",0,1.083,NA,1986,5,10,19
"6340","1986-05-11","8",0,0.962,NA,1986,5,11,19
"6341","1986-05-12","8",0,0.909,NA,1986,5,12,19
"6342","1986-05-13","8",0,0.837,NA,1986,5,13,19
"6343","1986-05-14","8",0,0.738,NA,1986,5,14,20
"6344","1986-05-15","8",0,0.673,NA,1986,5,15,20
"6345","1986-05-16","8",3.2,0.645,NA,1986,5,16,20
"6346","1986-05-17","8",1.3,0.651,NA,1986,5,17,20
"6347","1986-05-18","8",0,0.578,NA,1986,5,18,20
"6348","1986-05-19","8",0,0.511,NA,1986,5,19,20
"6349","1986-05-20","8",13.4,0.536,NA,1986,5,20,20
"6350","1986-05-21","8",37.5,10.346,NA,1986,5,21,21
"6351","1986-05-22","8",2.3,11.323,NA,1986,5,22,21
"6352","1986-05-23","8",16.6,6.696,NA,1986,5,23,21
"6353","1986-05-24","8",12.3,11.02,NA,1986,5,24,21
"6354","1986-05-25","8",1,5.418,NA,1986,5,25,21
"6355","1986-05-26","8",0.3,2.83,NA,1986,5,26,21
"6356","1986-05-27","8",0.4,1.876,NA,1986,5,27,21
"6357","1986-05-28","8",0,1.314,NA,1986,5,28,22
"6358","1986-05-29","8",2.2,0.961,NA,1986,5,29,22
"6359","1986-05-30","8",0.3,0.773,NA,1986,5,30,22
"6360","1986-05-31","8",0,0.631,NA,1986,5,31,22
"6361","1986-06-01","8",8.2,0.607,NA,1986,6,1,22
"6362","1986-06-02","8",3.3,0.716,NA,1986,6,2,22
"6363","1986-06-03","8",0,0.55,NA,1986,6,3,22
"6364","1986-06-04","8",0,0.461,NA,1986,6,4,23
"6365","1986-06-05","8",1.6,0.388,NA,1986,6,5,23
"6366","1986-06-06","8",0.5,0.379,NA,1986,6,6,23
"6367","1986-06-07","8",3.9,0.379,NA,1986,6,7,23
"6368","1986-06-08","8",1.5,0.393,NA,1986,6,8,23
"6369","1986-06-09","8",0,0.294,NA,1986,6,9,23
"6370","1986-06-10","8",0,0.237,NA,1986,6,10,23
"6371","1986-06-11","8",13.6,0.428,NA,1986,6,11,24
"6372","1986-06-12","8",16.4,0.981,NA,1986,6,12,24
"6373","1986-06-13","8",5.3,2.726,NA,1986,6,13,24
"6374","1986-06-14","8",0.3,1.548,NA,1986,6,14,24
"6375","1986-06-15","8",0.4,0.748,NA,1986,6,15,24
"6376","1986-06-16","8",12,0.564,NA,1986,6,16,24
"6377","1986-06-17","8",4.6,1.845,NA,1986,6,17,24
"6378","1986-06-18","8",0.1,1.007,NA,1986,6,18,25
"6379","1986-06-19","8",0.6,0.632,NA,1986,6,19,25
"6380","1986-06-20","8",1.4,0.49,NA,1986,6,20,25
"6381","1986-06-21","8",0,0.357,NA,1986,6,21,25
"6382","1986-06-22","8",0,0.264,NA,1986,6,22,25
"6383","1986-06-23","8",1.7,0.235,NA,1986,6,23,25
"6384","1986-06-24","8",10.3,0.24,NA,1986,6,24,25
"6385","1986-06-25","8",0,0.266,NA,1986,6,25,26
"6386","1986-06-26","8",0,0.211,NA,1986,6,26,26
"6387","1986-06-27","8",1.3,0.198,NA,1986,6,27,26
"6388","1986-06-28","8",0,0.197,NA,1986,6,28,26
"6389","1986-06-29","8",3.1,0.166,NA,1986,6,29,26
"6390","1986-06-30","8",0,0.16,NA,1986,6,30,26
"6391","1986-07-01","8",0,0.125,NA,1986,7,1,26
"6392","1986-07-02","8",10.4,0.205,NA,1986,7,2,27
"6393","1986-07-03","8",4.9,0.235,NA,1986,7,3,27
"6394","1986-07-04","8",0,0.203,NA,1986,7,4,27
"6395","1986-07-05","8",18.9,0.489,NA,1986,7,5,27
"6396","1986-07-06","8",0.8,0.78,NA,1986,7,6,27
"6397","1986-07-07","8",0.4,0.521,NA,1986,7,7,27
"6398","1986-07-08","8",0,0.265,NA,1986,7,8,27
"6399","1986-07-09","8",0,0.182,NA,1986,7,9,28
"6400","1986-07-10","8",0,0.144,NA,1986,7,10,28
"6401","1986-07-11","8",0,0.127,NA,1986,7,11,28
"6402","1986-07-12","8",13.7,0.18,NA,1986,7,12,28
"6403","1986-07-13","8",10.2,0.394,NA,1986,7,13,28
"6404","1986-07-14","8",7.6,1.802,NA,1986,7,14,28
"6405","1986-07-15","8",0,1.343,NA,1986,7,15,28
"6406","1986-07-16","8",0,0.531,NA,1986,7,16,29
"6407","1986-07-17","8",0,0.276,NA,1986,7,17,29
"6408","1986-07-18","8",0,0.196,NA,1986,7,18,29
"6409","1986-07-19","8",0,0.159,NA,1986,7,19,29
"6410","1986-07-20","8",11.2,0.179,NA,1986,7,20,29
"6411","1986-07-21","8",0,0.247,NA,1986,7,21,29
"6412","1986-07-22","8",0,0.184,NA,1986,7,22,29
"6413","1986-07-23","8",0,0.149,NA,1986,7,23,30
"6414","1986-07-24","8",0,0.117,NA,1986,7,24,30
"6415","1986-07-25","8",0,0.106,NA,1986,7,25,30
"6416","1986-07-26","8",42.2,2.608,NA,1986,7,26,30
"6417","1986-07-27","8",1,4.545,NA,1986,7,27,30
"6418","1986-07-28","8",0.3,1.407,NA,1986,7,28,30
"6419","1986-07-29","8",24.1,5.797,NA,1986,7,29,30
"6420","1986-07-30","8",0.7,6.476,NA,1986,7,30,31
"6421","1986-07-31","8",0.4,2.492,NA,1986,7,31,31
"6422","1986-08-01","8",20.6,2.126,NA,1986,8,1,31
"6423","1986-08-02","8",1.6,8.041,NA,1986,8,2,31
"6424","1986-08-03","8",0,2.808,NA,1986,8,3,31
"6425","1986-08-04","8",0,1.558,NA,1986,8,4,31
"6426","1986-08-05","8",0,0.936,NA,1986,8,5,31
"6427","1986-08-06","8",28.2,1.91,NA,1986,8,6,32
"6428","1986-08-07","8",20.9,11.333,NA,1986,8,7,32
"6429","1986-08-08","8",4.8,9.633,NA,1986,8,8,32
"6430","1986-08-09","8",5.8,4.458,NA,1986,8,9,32
"6431","1986-08-10","8",0.4,3.049,NA,1986,8,10,32
"6432","1986-08-11","8",7,2.511,NA,1986,8,11,32
"6433","1986-08-12","8",0,1.602,NA,1986,8,12,32
"6434","1986-08-13","8",0,1.048,NA,1986,8,13,33
"6435","1986-08-14","8",0,0.833,NA,1986,8,14,33
"6436","1986-08-15","8",0.7,0.766,NA,1986,8,15,33
"6437","1986-08-16","8",11.1,0.82,NA,1986,8,16,33
"6438","1986-08-17","8",0.1,0.816,NA,1986,8,17,33
"6439","1986-08-18","8",23,2.713,NA,1986,8,18,33
"6440","1986-08-19","8",0.1,3.146,NA,1986,8,19,33
"6441","1986-08-20","8",0.4,1.534,NA,1986,8,20,34
"6442","1986-08-21","8",2,1.05,NA,1986,8,21,34
"6443","1986-08-22","8",0.6,0.86,NA,1986,8,22,34
"6444","1986-08-23","8",12.7,0.834,NA,1986,8,23,34
"6445","1986-08-24","8",37.8,22.693,NA,1986,8,24,34
"6446","1986-08-25","8",9.3,13.837,NA,1986,8,25,34
"6447","1986-08-26","8",0,4.766,NA,1986,8,26,34
"6448","1986-08-27","8",15.5,6.029,NA,1986,8,27,35
"6449","1986-08-28","8",0,3.874,NA,1986,8,28,35
"6450","1986-08-29","8",0,2.19,NA,1986,8,29,35
"6451","1986-08-30","8",0,1.46,NA,1986,8,30,35
"6452","1986-08-31","8",0,1.051,NA,1986,8,31,35
"6453","1986-09-01","8",0,0.83,NA,1986,9,1,35
"6454","1986-09-02","8",0,0.682,NA,1986,9,2,35
"6455","1986-09-03","8",0,0.615,NA,1986,9,3,36
"6456","1986-09-04","8",1.5,0.573,NA,1986,9,4,36
"6457","1986-09-05","8",23.5,1.107,NA,1986,9,5,36
"6458","1986-09-06","8",0,3.54,NA,1986,9,6,36
"6459","1986-09-07","8",0,1.563,NA,1986,9,7,36
"6460","1986-09-08","8",0,1.045,NA,1986,9,8,36
"6461","1986-09-09","8",0,0.776,NA,1986,9,9,36
"6462","1986-09-10","8",0.6,0.609,NA,1986,9,10,37
"6463","1986-09-11","8",2.4,0.583,NA,1986,9,11,37
"6464","1986-09-12","8",11.6,0.851,NA,1986,9,12,37
"6465","1986-09-13","8",0.3,0.921,NA,1986,9,13,37
"6466","1986-09-14","8",0.2,0.644,NA,1986,9,14,37
"6467","1986-09-15","8",2.8,0.55,NA,1986,9,15,37
"6468","1986-09-16","8",17.2,2.99,NA,1986,9,16,37
"6469","1986-09-17","8",0,1.867,NA,1986,9,17,38
"6470","1986-09-18","8",0,1.239,NA,1986,9,18,38
"6471","1986-09-19","8",0,0.978,NA,1986,9,19,38
"6472","1986-09-20","8",10.7,0.955,NA,1986,9,20,38
"6473","1986-09-21","8",2.8,2.329,NA,1986,9,21,38
"6474","1986-09-22","8",0,1.715,NA,1986,9,22,38
"6475","1986-09-23","8",12.6,3.101,NA,1986,9,23,38
"6476","1986-09-24","8",0.7,3.462,NA,1986,9,24,39
"6477","1986-09-25","8",0,1.99,NA,1986,9,25,39
"6478","1986-09-26","8",0,1.469,NA,1986,9,26,39
"6479","1986-09-27","8",0,1.196,NA,1986,9,27,39
"6480","1986-09-28","8",0,1.025,NA,1986,9,28,39
"6481","1986-09-29","8",3.7,0.959,NA,1986,9,29,39
"6482","1986-09-30","8",1.7,0.956,NA,1986,9,30,39
"6483","1986-10-01","8",11.2,2.054,NA,1986,10,1,40
"6484","1986-10-02","8",0.6,1.702,NA,1986,10,2,40
"6485","1986-10-03","8",12.2,1.583,NA,1986,10,3,40
"6486","1986-10-04","8",6.3,4.212,NA,1986,10,4,40
"6487","1986-10-05","8",0.3,3.687,NA,1986,10,5,40
"6488","1986-10-06","8",3.5,2.434,NA,1986,10,6,40
"6489","1986-10-07","8",0,1.808,NA,1986,10,7,40
"6490","1986-10-08","8",0,1.501,NA,1986,10,8,41
"6491","1986-10-09","8",1.1,1.325,NA,1986,10,9,41
"6492","1986-10-10","8",0,1.162,NA,1986,10,10,41
"6493","1986-10-11","8",0,1.05,NA,1986,10,11,41
"6494","1986-10-12","8",0,0.978,NA,1986,10,12,41
"6495","1986-10-13","8",0.5,0.908,NA,1986,10,13,41
"6496","1986-10-14","8",11.9,1.484,NA,1986,10,14,41
"6497","1986-10-15","8",0,1.885,NA,1986,10,15,42
"6498","1986-10-16","8",0,1.425,NA,1986,10,16,42
"6499","1986-10-17","8",0,1.193,NA,1986,10,17,42
"6500","1986-10-18","8",0,1.02,NA,1986,10,18,42
"6501","1986-10-19","8",0,0.911,NA,1986,10,19,42
"6502","1986-10-20","8",0,0.844,NA,1986,10,20,42
"6503","1986-10-21","8",0,0.79,NA,1986,10,21,42
"6504","1986-10-22","8",0,0.742,NA,1986,10,22,43
"6505","1986-10-23","8",2.7,0.693,NA,1986,10,23,43
"6506","1986-10-24","8",0,0.645,NA,1986,10,24,43
"6507","1986-10-25","8",0,0.618,NA,1986,10,25,43
"6508","1986-10-26","8",1.2,0.6,NA,1986,10,26,43
"6509","1986-10-27","8",6.8,0.78,NA,1986,10,27,43
"6510","1986-10-28","8",0,0.743,NA,1986,10,28,43
"6511","1986-10-29","8",0,0.686,NA,1986,10,29,44
"6512","1986-10-30","8",1.6,0.64,NA,1986,10,30,44
"6513","1986-10-31","8",0,0.595,NA,1986,10,31,44
"6514","1986-11-01","8",0,0.575,NA,1986,11,1,44
"6515","1986-11-02","8",5.3,0.677,NA,1986,11,2,44
"6516","1986-11-03","8",0,0.71,NA,1986,11,3,44
"6517","1986-11-04","8",0.1,0.639,NA,1986,11,4,44
"6518","1986-11-05","8",0,0.564,NA,1986,11,5,45
"6519","1986-11-06","8",28,0.603,NA,1986,11,6,45
"6520","1986-11-07","8",0,0.689,NA,1986,11,7,45
"6521","1986-11-08","8",16.2,2.869,NA,1986,11,8,45
"6522","1986-11-09","8",7.3,14.925,NA,1986,11,9,45
"6523","1986-11-10","8",0,6.414,NA,1986,11,10,45
"6524","1986-11-11","8",5.1,3.112,NA,1986,11,11,45
"6525","1986-11-12","8",0.3,2.178,NA,1986,11,12,46
"6526","1986-11-13","8",1.7,1.687,NA,1986,11,13,46
"6527","1986-11-14","8",0,1.405,NA,1986,11,14,46
"6528","1986-11-15","8",0,1.3,NA,1986,11,15,46
"6529","1986-11-16","8",0,1.108,NA,1986,11,16,46
"6530","1986-11-17","8",0,1.011,NA,1986,11,17,46
"6531","1986-11-18","8",0,0.92,NA,1986,11,18,46
"6532","1986-11-19","8",1.7,0.809,NA,1986,11,19,47
"6533","1986-11-20","8",13.9,0.725,NA,1986,11,20,47
"6534","1986-11-21","8",23.2,0.669,NA,1986,11,21,47
"6535","1986-11-22","8",0,0.642,NA,1986,11,22,47
"6536","1986-11-23","8",0,0.662,NA,1986,11,23,47
"6537","1986-11-24","8",6,1.295,NA,1986,11,24,47
"6538","1986-11-25","8",0,1.34,NA,1986,11,25,47
"6539","1986-11-26","8",46.7,14.298,NA,1986,11,26,48
"6540","1986-11-27","8",0.7,20.033,NA,1986,11,27,48
"6541","1986-11-28","8",0,4.966,NA,1986,11,28,48
"6542","1986-11-29","8",0,2.96,NA,1986,11,29,48
"6543","1986-11-30","8",0.2,2.109,NA,1986,11,30,48
"6544","1986-12-01","8",0,1.642,NA,1986,12,1,48
"6545","1986-12-02","8",13.4,1.379,NA,1986,12,2,48
"6546","1986-12-03","8",32.3,14.704,NA,1986,12,3,49
"6547","1986-12-04","8",0.7,7.677,NA,1986,12,4,49
"6548","1986-12-05","8",0,3.318,NA,1986,12,5,49
"6549","1986-12-06","8",0.2,2.334,NA,1986,12,6,49
"6550","1986-12-07","8",4.9,1.808,NA,1986,12,7,49
"6551","1986-12-08","8",0.7,1.494,NA,1986,12,8,49
"6552","1986-12-09","8",20.6,1.308,NA,1986,12,9,49
"6553","1986-12-10","8",2.5,1.832,NA,1986,12,10,50
"6554","1986-12-11","8",0.5,1.435,NA,1986,12,11,50
"6555","1986-12-12","8",0,1.237,NA,1986,12,12,50
"6556","1986-12-13","8",0,1.051,NA,1986,12,13,50
"6557","1986-12-14","8",0,0.959,NA,1986,12,14,50
"6558","1986-12-15","8",0,0.887,NA,1986,12,15,50
"6559","1986-12-16","8",1.4,0.84,NA,1986,12,16,50
"6560","1986-12-17","8",2.4,0.792,NA,1986,12,17,51
"6561","1986-12-18","8",30.1,0.777,NA,1986,12,18,51
"6562","1986-12-19","8",12.1,0.766,NA,1986,12,19,51
"6563","1986-12-20","8",0,0.712,NA,1986,12,20,51
"6564","1986-12-21","8",0,0.68,NA,1986,12,21,51
"6565","1986-12-22","8",0,0.644,NA,1986,12,22,51
"6566","1986-12-23","8",0,0.615,NA,1986,12,23,51
"6567","1986-12-24","8",0,0.59,NA,1986,12,24,52
"6568","1986-12-25","8",15.4,1.339,NA,1986,12,25,52
"6569","1986-12-26","8",0,2.453,NA,1986,12,26,52
"6570","1986-12-27","8",0,1.511,NA,1986,12,27,52
"6571","1986-12-28","8",0,1.205,NA,1986,12,28,52
"6572","1986-12-29","8",0,1.044,NA,1986,12,29,52
"6573","1986-12-30","8",0,0.947,NA,1986,12,30,52
"6574","1986-12-31","8",0,0.846,NA,1986,12,31,53
"6575","1987-01-01","8",0.4,0.796,NA,1987,1,1,1
"6576","1987-01-02","8",9.6,0.759,NA,1987,1,2,1
"6577","1987-01-03","8",1.8,0.7,NA,1987,1,3,1
"6578","1987-01-04","8",0.2,0.647,NA,1987,1,4,1
"6579","1987-01-05","8",0.4,0.621,NA,1987,1,5,1
"6580","1987-01-06","8",0,0.606,NA,1987,1,6,1
